customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Charges,Charges_Monthly,Charges_Total
5022-JNQEQ,No,Female,0,Yes,Yes,9,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,"{'Monthly': 75.85, 'Total': '647.5'}",110.2,7467.5
5022-KVDQT,No,Male,0,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,"{'Monthly': 81.3, 'Total': '2272.8'}",85.35,2896.6
5025-GOOKI,No,Female,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),"{'Monthly': 18.9, 'Total': '347.65'}",58.5,539.85
5027-QPKTE,Yes,Male,0,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,"{'Monthly': 69.35, 'Total': '451.1'}",49.9,1410.25
5027-XWQHA,Yes,Male,0,No,No,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,"{'Monthly': 44.75, 'Total': '270.95'}",29.65,90.05
5027-YOCXN,No,Male,0,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),"{'Monthly': 110.05, 'Total': '5686.4'}",20.9,202.3
5028-GZLDO,Yes,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),"{'Monthly': 70.7, 'Total': '140.7'}",75.8,160.75
5028-HTLJB,Yes,Male,1,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,"{'Monthly': 20.05, 'Total': '20.05'}",44.6,681.4
5032-MIYKT,No,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,"{'Monthly': 70.7, 'Total': '70.7'}",106.35,7261.75
5032-USPKF,No,Female,0,No,No,38,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),"{'Monthly': 84.1, 'Total': '3187.65'}",94.3,3460.95
5035-BVCXS,No,Male,0,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,"{'Monthly': 75.9, 'Total': '866.4'}",25.2,102.5
5035-PGZXH,No,Female,0,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,"{'Monthly': 106.8, 'Total': '5914.4'}",90.85,90.85
5038-ETMLM,No,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),"{'Monthly': 113.65, 'Total': '8182.75'}",108.5,8003.8
5039-LZRQT,No,Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,"{'Monthly': 20.2, 'Total': '273.25'}",94.75,759.55
5043-TRZWM,No,Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,"{'Monthly': 75.55, 'Total': '75.55'}",35.8,1782
5044-LRQAQ,No,Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),"{'Monthly': 69.2, 'Total': '477.55'}",19.85,470
5044-XDPYX,No,Female,0,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,"{'Monthly': 25.5, 'Total': '1281.25'}",65.55,237.2
5046-NUHWD,No,Female,1,Yes,No,29,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 45.0, 'Total': '1228.65'}",108.95,7875
5047-LHVLY,Yes,Male,1,No,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,"{'Monthly': 50.15, 'Total': '50.15'}",64.2,143.65
5049-GLYVG,Yes,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,"{'Monthly': 20.6, 'Total': '20.6'}",19.95,47.7
5049-MUBWG,No,Male,0,No,No,26,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),"{'Monthly': 75.0, 'Total': '1908.35'}",105.4,6989.45
5052-PNLOS,Yes,Male,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),"{'Monthly': 105.35, 'Total': '323.25'}",66.25,620.55
5054-IEXZT,Yes,Male,0,No,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,"{'Monthly': 75.35, 'Total': '75.35'}",46.0,193.6
5055-BRMNE,No,Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),"{'Monthly': 106.7, 'Total': '7009.5'}",78.85,1600.25
5055-MGMGF,No,Female,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 105.05, 'Total': '6914.95'}",75.15,3772.65
5056-FIMPT,No,Female,0,No,Yes,43,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),"{'Monthly': 106.0, 'Total': '4532.3'}",20.55,945.7
5057-LCOUI,Yes,Female,0,No,No,39,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 50.75, 'Total': '2011.4'}",66.9,4370.25
5057-RKGLH,No,Female,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,"{'Monthly': 20.35, 'Total': '191.1'}",20.3,755.4
5060-TQUQN,No,Male,0,Yes,Yes,30,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),"{'Monthly': 83.55, 'Total': '2570.2'}",95.1,95.1
5061-PBXFW,No,Female,0,Yes,Yes,32,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),"{'Monthly': 61.4, 'Total': '1864.65'}",40.05,880.2
5062-CJJKH,No,Male,0,Yes,Yes,25,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Mailed check,"{'Monthly': 53.65, 'Total': '1355.45'}",61.3,3346.8
5063-IUOKK,No,Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,"{'Monthly': 19.75, 'Total': '265.75'}",112.75,8192.6
5066-GFJMM,No,Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,"{'Monthly': 19.9, 'Total': '45.75'}",95.1,865.1
5067-DGXLL,No,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,"{'Monthly': 20.25, 'Total': '36.8'}",69.5,653.25
5067-WJEUN,No,Male,0,Yes,Yes,67,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),"{'Monthly': 54.2, 'Total': '3838.2'}",19.25,617.65
5067-XJQFU,No,Male,1,Yes,Yes,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,"{'Monthly': 108.45, 'Total': '7076.35'}",69.5,69.5
5071-FBJFS,No,Female,0,Yes,Yes,4,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,"{'Monthly': 50.3, 'Total': '217.1'}",74.0,3919.15
5073-RZGBK,No,Female,0,Yes,Yes,50,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),"{'Monthly': 80.05, 'Total': '4042.2'}",85.7,85.7
5073-WXOYN,Yes,Female,0,No,No,60,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 50.8, 'Total': '3027.4'}",104.75,6536.5
5074-FBGHB,No,Male,0,No,No,64,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),"{'Monthly': 104.65, 'Total': '6889.8'}",96.75,5206.55
5075-JSDKI,No,Female,0,No,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,"{'Monthly': 24.45, 'Total': '1493.1'}",75.7,75.7
5076-YVXCM,No,Male,0,No,No,51,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),"{'Monthly': 83.4, 'Total': '4149.45'}",60.05,3994.05
5077-DXTCG,Yes,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,"{'Monthly': 45.3, 'Total': '45.3'}",83.3,5894.5
5081-NWSUP,No,Female,0,No,No,10,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,"{'Monthly': 64.9, 'Total': '685.55'}",94.45,3923.8
5084-OOVCJ,No,Female,0,Yes,Yes,17,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),"{'Monthly': 55.35, 'Total': '920.5'}",90.65,5199.8
5087-SUURX,Yes,Female,0,Yes,No,18,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,"{'Monthly': 39.05, 'Total': '669.85'}",89.7,3165.6
5088-QZLRL,No,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,"{'Monthly': 20.65, 'Total': '20.65'}",34.05,1113.95
5089-IFSDP,Yes,Female,0,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),"{'Monthly': 109.45, 'Total': '6144.55'}",24.8,1476.25
5090-EMGTC,No,Female,0,Yes,No,59,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,"{'Monthly': 100.05, 'Total': '6034.85'}",74.3,1952.25
5091-HFAZW,No,Female,0,No,No,2,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,"{'Monthly': 91.15, 'Total': '168.5'}",85.9,2196.45
5092-STPKP,No,Female,0,No,No,24,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),"{'Monthly': 56.35, 'Total': '1381.2'}",30.1,1131.3
5093-FEGLU,No,Female,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),"{'Monthly': 19.65, 'Total': '921.55'}",64.35,2053.05
5095-AESKG,Yes,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),"{'Monthly': 91.5, 'Total': '242.95'}",87.2,4345
5095-ETBRJ,No,Female,0,Yes,No,55,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,"{'Monthly': 56.8, 'Total': '3112.05'}",39.65,733.35
5099-BAILX,Yes,Male,1,Yes,Yes,43,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),"{'Monthly': 110.75, 'Total': '4687.9'}",55.5,934.15
5103-MHMHY,Yes,Female,0,No,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,"{'Monthly': 45.95, 'Total': '45.95'}",80.6,4348.1
5108-ADXWO,Yes,Male,0,No,No,11,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,"{'Monthly': 73.5, 'Total': '791.75'}",48.75,48.75
5110-CHOPY,No,Female,0,No,No,60,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,"{'Monthly': 53.6, 'Total': '3237.05'}",67.95,4664.15
5115-GZDEL,No,Male,0,No,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),"{'Monthly': 67.2, 'Total': '4671.7'}",55.05,102.75
5115-SQAAU,No,Female,0,Yes,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),"{'Monthly': 25.6, 'Total': '1673.4'}",91.0,2626.15
5117-IFGPS,No,Male,1,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 84.3, 'Total': '2357.75'}",20.3,595.05
5117-ZSMHQ,No,Female,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),"{'Monthly': 89.9, 'Total': '6342.7'}",90.8,6511.8
5118-MUEYH,No,Female,0,Yes,No,48,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),"{'Monthly': 105.1, 'Total': '5083.55'}",24.7,149.05
5119-KEPFY,No,Male,0,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),"{'Monthly': 95.0, 'Total': '3440.25'}",84.85,2633.4
5119-NZPTV,No,Male,1,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,"{'Monthly': 70.1, 'Total': '141.65'}",104.4,3409.6
5120-ZBLAI,No,Female,0,Yes,No,50,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),"{'Monthly': 75.7, 'Total': '3876.2'}",24.0,1664.3
5122-CYFXA,No,Female,0,No,No,3,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 75.3, 'Total': '244.1'}",91.05,2871.5
5124-EOGYE,No,Male,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,"{'Monthly': 20.45, 'Total': '638.55'}",19.0,78.9
5125-CNDSP,No,Male,0,No,Yes,63,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),"{'Monthly': 40.6, 'Total': '2588.95'}",100.3,6603.8
5126-RCXYW,No,Male,0,Yes,Yes,54,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),"{'Monthly': 46.0, 'Total': '2424.05'}",85.75,2146.5
5127-BZENZ,No,Female,0,Yes,Yes,56,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),"{'Monthly': 65.2, 'Total': '3512.15'}",46.35,3353.4
5129-HHMZC,No,Female,0,Yes,No,43,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),"{'Monthly': 86.45, 'Total': '3574.5'}",80.85,1008.7
5129-JLPIS,No,Male,0,No,No,25,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 105.5, 'Total': '2686.05'}",98.8,3959.15
5130-IEKQT,Yes,Male,1,No,No,25,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,"{'Monthly': 105.95, 'Total': '2655.25'}",86.55,649.65
5130-YPIRV,No,Female,0,Yes,No,62,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),"{'Monthly': 72.0, 'Total': '4284.2'}",19.85,810.45
5131-PONJI,No,Male,0,Yes,Yes,49,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),"{'Monthly': 90.4, 'Total': '4494.65'}",74.45,3510.3
5133-POWUA,No,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,"{'Monthly': 45.8, 'Total': '45.8'}",74.95,2149.05
5133-VRSAB,No,Male,0,No,No,8,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,"{'Monthly': 29.35, 'Total': '216.45'}",29.4,221.9
5134-IKDAY,Yes,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,"{'Monthly': 69.8, 'Total': '69.8'}",112.95,6465
5135-GRQJV,No,Male,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,"{'Monthly': 114.5, 'Total': '8331.95'}",87.55,4884.85
5135-RDDQL,No,Female,0,Yes,Yes,63,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),"{'Monthly': 50.65, 'Total': '3221.25'}",74.7,74.7
5136-GFPMB,No,Male,0,No,No,54,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),"{'Monthly': 89.4, 'Total': '4869.5'}",20.35,929.2
5136-KCKGI,Yes,Female,0,Yes,Yes,33,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,"{'Monthly': 103.7, 'Total': '3467'}",79.85,4308.25
5136-RGMZO,No,Male,0,No,No,31,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,"{'Monthly': 71.05, 'Total': '2168.15'}",94.5,3105.55
5138-WVKYJ,Yes,Male,0,No,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,"{'Monthly': 98.55, 'Total': '1008.55'}",35.45,1958.95
5140-FOMCQ,No,Female,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),"{'Monthly': 109.15, 'Total': '6557.75'}",90.35,6325.25
5141-ZUVBH,No,Female,0,No,Yes,9,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),"{'Monthly': 93.0, 'Total': '870.25'}",90.15,6716.45
5143-EGQFK,Yes,Female,1,No,No,10,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,"{'Monthly': 29.65, 'Total': '291.4'}",90.25,6369.45
5143-WMWOG,Yes,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,"{'Monthly': 19.95, 'Total': '19.95'}",24.8,1024.7
5144-PQCDZ,No,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,"{'Monthly': 19.95, 'Total': '59.25'}",54.6,3423.5
5144-TVGLP,No,Male,1,No,No,38,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,"{'Monthly': 94.75, 'Total': '3653'}",20.25,493.95
5146-CBVOE,No,Female,0,No,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),"{'Monthly': 75.1, 'Total': '1212.85'}",24.45,86.6
5146-YYFRZ,No,Male,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),"{'Monthly': 19.95, 'Total': '1311.75'}",20.85,1071.6
5148-HKFIR,No,Female,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,"{'Monthly': 19.7, 'Total': '406.95'}",97.95,5936.55
5148-ORICT,No,Female,0,Yes,No,64,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,"{'Monthly': 74.35, 'Total': '4759.55'}",73.15,3088.25
5149-CUZUJ,No,Male,0,Yes,Yes,28,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),"{'Monthly': 92.9, 'Total': '2768.35'}",79.15,827.7
5149-QYTTU,No,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),"{'Monthly': 95.15, 'Total': '6770.85'}",113.15,7856
5149-TGWDZ,No,Female,0,No,No,21,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,"{'Monthly': 104.55, 'Total': '2239.4'}",94.3,3893.6
5150-ITWWB,No,Male,1,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 94.85, 'Total': '335.75'}",64.8,4719.75
5150-LJNSR,No,Male,0,Yes,Yes,31,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),"{'Monthly': 98.05, 'Total': '3082.1'}",80.85,80.85
5151-HQRDG,No,Male,0,Yes,No,37,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,"{'Monthly': 55.05, 'Total': '2030.75'}",69.6,131.65
5153-LXKDT,No,Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,"{'Monthly': 110.2, 'Total': '7467.5'}",85.55,187.45
5153-RTHKF,No,Female,0,No,No,34,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,"{'Monthly': 85.35, 'Total': '2896.6'}",100.65,4917.75
5154-VEKBL,Yes,Female,0,No,No,9,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,"{'Monthly': 58.5, 'Total': '539.85'}",90.85,3186.7
5155-AZQPB,No,Female,0,Yes,Yes,28,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,"{'Monthly': 49.9, 'Total': '1410.25'}",105.6,6068.65
5156-UMKOW,No,Female,0,No,Yes,3,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,"{'Monthly': 29.65, 'Total': '90.05'}",104.8,7470.1
5158-RIVOP,No,Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),"{'Monthly': 20.9, 'Total': '202.3'}",105.1,7548.1
5159-YFPKQ,Yes,Female,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,"{'Monthly': 75.8, 'Total': '160.75'}",78.5,874.2
5160-UXJED,No,Male,0,No,Yes,17,Yes,No,DSL,No,No,No,No,No,No,One year,No,Mailed check,"{'Monthly': 44.6, 'Total': '681.4'}",104.05,1133.65
5161-UBZXI,No,Male,0,Yes,Yes,69,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),"{'Monthly': 106.35, 'Total': '7261.75'}",59.3,3014.65
5161-XEUVX,No,Male,0,Yes,No,37,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Mailed check,"{'Monthly': 94.3, 'Total': '3460.95'}",87.8,2621.75
5167-GBFRE,Yes,Male,1,No,No,4,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),"{'Monthly': 25.2, 'Total': '102.5'}",97.75,5043.2
5167-ZFFMM,Yes,Male,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),"{'Monthly': 90.85, 'Total': '90.85'}",49.4,184.4
5168-MQQCA,No,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),"{'Monthly': 108.5, 'Total': '8003.8'}",20.1,936.85
5168-MSWXT,No,Male,0,Yes,Yes,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 94.75, 'Total': '759.55'}",24.55,1750.7
5170-PTRKA,No,Female,0,Yes,Yes,49,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),"{'Monthly': 35.8, 'Total': '1782'}",81.15,5224.5
5171-EPLKN,No,Male,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),"{'Monthly': 19.85, 'Total': '470'}",101.4,6176.6
5172-MIGPM,No,Male,0,No,No,4,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,"{'Monthly': 65.55, 'Total': '237.2'}",100.25,1064.65
5172-RKOCB,No,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),"{'Monthly': 108.95, 'Total': '7875'}",101.55,298.35
5173-WXOQV,No,Male,0,Yes,No,2,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,"{'Monthly': 64.2, 'Total': '143.65'}",80.35,2596.15
5173-ZXXXL,No,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,"{'Monthly': 19.95, 'Total': '47.7'}",95.5,3418.2
5174-ITUMV,No,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,"{'Monthly': 105.4, 'Total': '6989.45'}",111.65,8022.85
5174-RNGBH,Yes,Female,0,No,No,9,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,"{'Monthly': 66.25, 'Total': '620.55'}",55.8,2651.2
5175-AOBHI,Yes,Female,0,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,"{'Monthly': 46.0, 'Total': '193.6'}",85.95,2628.6
5175-WLYXL,No,Male,0,No,No,22,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,"{'Monthly': 78.85, 'Total': '1600.25'}",48.7,2495.2
5176-LDKUH,No,Female,0,No,No,48,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,"{'Monthly': 75.15, 'Total': '3772.65'}",62.8,418.3
5176-LMJXE,No,Female,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,"{'Monthly': 20.55, 'Total': '945.7'}",19.95,907.05
5176-OLSKT,No,Female,0,Yes,No,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),"{'Monthly': 66.9, 'Total': '4370.25'}",50.95,605.75
5177-RVZNU,No,Female,0,No,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),"{'Monthly': 20.3, 'Total': '755.4'}",92.85,5980.75
5178-LMXOP,Yes,Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 95.1, 'Total': '95.1'}",19.65,270.6
5180-UCIIQ,Yes,Male,1,Yes,Yes,22,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,"{'Monthly': 40.05, 'Total': '880.2'}",98.05,3990.6
